2825459394
1.61,1.61,1.43,0,0,0,0,0,0,0,-1.04,-1.56
1.63,1.63,1.47,1.21,0,0,0,0,0,0,-1.36,-1.58
1.63,1.59,1.49,1.41,1.27,0,0,0,0,-0.05,-1.34,-1.6
1.63,1.61,1.51,1.45,1.41,1.19,0,0,0,-1.06,-1.36,-1.62
1.63,1.63,1.53,1.49,1.45,1.39,1.07,0,0,-1.2,-1.4,-1.56
1.63,1.59,1.51,1.49,1.45,1.39,1.33,0,0,-1.14,-1.4,-1.56
1.63,1.61,1.53,1.49,1.47,1.43,1.39,1.29,0,-1.04,-1.4,-1.58
1.63,1.61,1.51,1.49,1.47,1.45,1.41,1.23,0,-1.08,-1.38,-1.58
1.63,1.59,1.53,1.51,1.47,1.45,1.41,1.29,0,-0.1,-1.38,-1.6
1.63,1.61,1.53,1.51,1.47,1.45,1.35,0,0,-1.1,-1.4,-1.6
1.63,1.61,1.53,1.51,1.47,1.45,1.41,1.29,0,-1.18,-1.38,-1.6
1.63,1.63,1.53,1.51,1.49,1.47,1.43,1.37,0,-0.05,-1.32,-1.62
1.63,1.61,1.55,1.51,1.49,1.47,1.45,1.37,0,-0.05,-1.38,-1.56
1.67,1.67,1.55,1.51,1.49,1.47,1.45,1.37,0,-0.05,-1.34,-1.6
1.67,1.67,1.55,1.53,1.51,1.47,1.45,1.39,0,-1.12,-1.36,-1.58
1.67,1.67,1.55,1.53,1.51,1.49,1.45,1.39,0,-1.02,-1.4,-1.54
1.67,1.67,1.55,1.53,1.51,1.49,1.47,1.39,0,-1.08,-1.38,-1.56
1.67,1.67,1.55,1.53,1.51,1.49,1.47,1.39,0,-1.1,-1.36,-1.56
1.67,1.67,1.55,1.53,1.51,1.49,1.47,1.39,0,-1.22,-1.4,-1.58
1.67,1.67,1.55,1.53,1.51,1.49,1.49,1.43,0,-1.16,-1.38,-1.56
1.67,1.67,1.55,1.53,1.51,1.49,1.47,1.39,0,-1.2,-1.4,-1.58
1.67,1.67,1.57,1.55,1.53,1.51,1.49,1.43,0,-1.18,-1.4,-1.6
1.67,1.67,1.57,1.55,1.53,1.51,1.49,1.43,0,-1.22,-1.42,-1.6
1.67,1.67,1.59,1.55,1.53,1.51,1.49,1.43,0,-1.2,-1.4,-1.56
1.67,1.67,1.59,1.55,1.53,1.51,1.49,1.41,0,-1.18,-1.4,-1.58
1.67,1.67,1.59,1.57,1.55,1.53,1.51,1.41,-0.1,-1.24,-1.42,-1.6
1.69,1.69,1.59,1.57,1.55,1.53,1.49,0,-1.1,-1.28,-1.42,-1.56
1.69,1.69,1.59,1.57,1.55,1.53,1.51,1.33,-1.04,-1.26,-1.44,-1.6
1.69,1.69,1.61,1.57,1.55,1.53,1.53,1.47,0,-1.22,-1.42,-1.58
1.69,1.69,1.61,1.59,1.55,1.55,1.53,1.47,-1,-1.24,-1.42,-1.56
1.69,1.69,1.63,1.59,1.57,1.55,1.53,1.49,-0.05,-1.22,-1.42,-1.6
1.69,1.69,1.65,1.61,1.59,1.57,1.55,1.51,0,-1.24,-1.44,-1.58
1.69,1.69,1.65,1.61,1.59,1.57,1.55,1.45,-0.1,-1.22,-1.4,-1.58
1.69,1.69,1.65,1.61,1.59,1.57,1.57,1.49,-1.08,-1.24,-1.44,-1.58
1.69,1.69,1.65,1.63,1.61,1.59,1.57,1.53,-0.05,-1.22,-1.42,-1.62
1.69,1.69,1.65,1.65,1.61,1.59,1.57,1.47,-0.15,-1.24,-1.42,-1.6
1.69,1.69,1.67,1.65,1.61,1.61,1.59,1.49,-1.1,-1.26,-1.44,-1.58
1.69,1.69,1.67,1.65,1.63,1.61,1.59,0,-1.14,-1.28,-1.44,-1.6
1.69,1.69,1.67,1.65,1.63,1.61,1.59,1.51,-1.08,-1.24,-1.42,-1.58
1.69,1.69,1.67,1.65,1.65,1.61,1.61,1.31,-1.1,-1.24,-1.42,-1.6
1.69,1.69,1.67,1.65,1.65,1.63,1.61,1.57,0,-1.22,-1.42,-1.6
1.69,1.69,1.67,1.65,1.65,1.63,1.61,0,-1.14,-1.28,-1.44,-1.58
1.69,1.69,1.67,1.65,1.65,1.63,1.63,0,-1.12,-1.28,-1.42,-1.56
1.69,1.69,1.67,1.67,1.65,1.65,1.63,0,-1.16,-1.3,-1.44,-1.58
1.69,1.69,1.67,1.67,1.65,1.65,1.63,1.59,-1.08,-1.24,-1.44,-1.62
1.69,1.69,1.69,1.67,1.67,1.65,1.65,0,-1.14,-1.28,-1.44,-1.54
1.69,1.69,1.69,1.67,1.67,1.67,1.65,1.61,-1.08,-1.24,-1.42,-1.56
1.69,1.69,1.69,1.67,1.67,1.67,1.67,1.61,-1.08,-1.24,-1.42,-1.5
1.69,1.69,1.69,1.69,1.67,1.67,1.67,1.67,-0.1,-1.22,-1.42,-1.58
1.69,1.69,1.69,1.69,1.67,1.67,1.67,1.63,-1.08,-1.22,-1.4,-1.58
1.69,1.69,1.69,1.69,1.67,1.67,1.67,1.65,-0.05,-1.24,-1.42,-1.58
1.69,1.69,1.69,1.69,1.69,1.67,1.67,1.67,-0.05,-1.18,-1.4,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.67,1.67,0,-1.2,-1.4,-1.62
1.69,1.69,1.69,1.69,1.69,1.69,1.67,1.67,-0.1,-1.22,-1.4,-1.56
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.05,-1.2,-1.4,-1.54
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,0,-1.18,-1.4,-1.58
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.67,-0.1,-1.22,-1.42,-1.58
